Rented Bike Count,Temperature,Humidity(%),Wind speed (m/s),Visibility (10m),Rainfall(mm),Snowfall (cm),Seasons
274,12.6,83,0.5,332,0,0,Spring
781,12.8,82,0.6,370,0,0,Spring
1281,13.3,80,1.2,369,0,0,Spring
757,13.5,79,1.9,382,0,0,Spring
482,15,69,1.5,552,0,0,Spring
583,16.1,63,1.2,555,0,0,Spring
714,18.2,55,2.3,594,0,0,Spring
716,19.5,48,1.9,596,0,0,Spring
711,20.2,47,2.4,541,0,0,Spring
781,20.8,42,3.1,576,0,0,Spring
957,20.7,38,2.2,741,0,0,Spring
1194,20.3,48,2.8,635,0,0,Spring
1776,19.1,47,2.4,942,0,0,Spring
1260,17.5,61,2.2,758,0,0,Spring
1079,15.6,64,2.7,686,0,0,Spring
1046,14.4,66,1.7,677,0,0,Spring
949,13.3,71,2.1,581,0,0,Spring
614,12.7,75,1.6,475,0,0,Spring
490,11.8,78,0.6,438,0,0,Spring
401,11.4,77,0.7,466,0,0,Spring
261,10.8,72,0.4,639,0,0,Spring
184,10.3,68,0.7,887,0,0,Spring
115,9.9,67,1.1,820,0,0,Spring
117,10.4,62,1.8,911,0,0,Spring
284,10.3,70,1.2,555,0,0,Spring
747,10.5,70,1.1,483,0,0,Spring
1406,11.5,60,1.6,550,0,0,Spring
772,13.7,46,1.3,972,0,0,Spring
583,16,29,1.4,1708,0,0,Spring
739,17.8,26,2.6,1822,0,0,Spring
939,19.1,26,1.6,1704,0,0,Spring
860,20.3,27,1.4,1464,0,0,Spring
965,21,28,2.8,1191,0,0,Spring
1068,21.8,28,2.3,1162,0,0,Spring
1156,20.7,36,3.6,811,0,0,Spring
1460,19.4,45,2.9,778,0,0,Spring
1935,17.4,57,3.1,657,0,0,Spring
1268,15.2,60,3.2,1081,0,0,Spring
1045,14.3,63,2.6,936,0,0,Spring
948,13.7,73,1.8,658,0,0,Spring
880,12.7,76,1.5,521,0,0,Spring
678,12.1,77,1.4,540,0,0,Spring
537,11.7,77,1.3,588,0,0,Spring
502,11.5,77,2,593,0,0,Spring
397,11,73,1.5,816,0,0,Spring
264,10.7,74,1.7,712,0,0,Spring
163,10.4,73,1.7,801,0,0,Spring
108,9.8,73,0.8,1098,0,0,Spring
142,9.4,75,0.9,1117,0,0,Spring
264,9.5,72,0.2,1017,0,0,Spring
489,10.4,65,0.8,979,0,0,Spring
642,12.6,57,0.9,859,0,0,Spring
618,14.7,53,0.9,831,0,0,Spring
824,16.7,45,1.9,1054,0,0,Spring
1072,18.2,38,4.2,1189,0,0,Spring
1218,19.3,37,3,1257,0,0,Spring
1381,20.1,30,3,1554,0,0,Spring
1542,18.9,28,3.7,1769,0,0,Spring
1578,18,32,3,1836,0,0,Spring
1531,17.3,36,3.4,1722,0,0,Spring
1391,16.6,33,2.6,1867,0,0,Spring
1025,15.3,41,2,1751,0,0,Spring
972,14,45,1.6,1729,0,0,Spring
1010,13.3,48,1.6,1582,0,0,Spring
922,12.8,52,1.5,1616,0,0,Spring
655,12.4,63,1.3,1201,0,0,Spring
579,12.1,70,0.8,1050,0,0,Spring
453,11.7,74,0.5,979,0,0,Spring
322,11.7,72,0.6,915,0,0,Spring
221,11.9,71,0.7,853,0,0,Spring
147,12.1,69,0.3,827,0,0,Spring
96,12.3,65,0.5,1085,0,0,Spring
110,12.4,61,0.4,1131,0,0,Spring
169,12.5,62,0.4,1003,0,0,Spring
342,12.9,64,1.5,778,0,0,Spring
485,13.5,66,1.8,934,0,0,Spring
566,14.7,61,2,945,0,0,Spring
737,16.7,55,2.1,1182,0,0,Spring
926,18,53,3.1,1350,0,0,Spring
1156,17.9,60,2.2,1248,0,0,Spring
1201,17.5,67,2.1,832,0,0,Spring
1349,18.2,63,2.2,687,0,0,Spring
1409,18.2,69,3.2,625,0,0,Spring
1362,18,72,1.8,559,0,0,Spring
1296,17.7,75,2.1,519,0,0,Spring
1066,17.4,79,2.3,614,0,0,Spring
984,17.1,80,1.5,480,0,0,Spring
983,16.9,81,1.9,472,0,0,Spring
841,16.7,83,2.4,416,0,0,Spring
588,16.3,82,1.3,480,0,0,Spring
468,16.1,80,1.9,605,0,0,Spring
295,16,79,1,716,0,0,Spring
155,15.7,81,1.4,694,0,0,Spring
111,15.6,81,1.2,628,0,0,Spring
86,15.7,79,1.2,628,0,0,Spring
125,15.3,82,1.4,508,0,0,Spring
359,14.9,81,0.4,580,0,0,Spring
918,15.1,80,1,623,0,0,Spring
1469,15.7,75,1.1,804,0,0,Spring
806,16.6,70,1.5,945,0,0,Spring
579,17.5,66,1.3,1059,0,0,Spring
662,18.5,61,1.6,1301,0,0,Spring
818,20.8,50,2,1240,0,0,Spring
818,21.9,48,2.5,1113,0,0,Spring
920,23,42,3.4,1315,0,0,Spring
993,23.7,43,2.8,1347,0,0,Spring
1218,23,47,4.1,1417,0,0,Spring
1569,22,49,3.7,1582,0,0,Spring
2401,20.7,54,4.1,1484,0,0,Spring
1779,19.1,60,3.4,1592,0,0,Spring
1517,18.2,65,1.8,1563,0,0,Spring
1503,17.9,64,2.1,1652,0,0,Spring
1213,17.4,66,2.3,1565,0,0,Spring
803,16.8,70,0.9,1426,0,0,Spring
532,16.8,69,0.8,1395,0,0,Spring
430,17.1,72,1.7,1353,0,0,Spring
275,17,73,1.6,1184,0,0,Spring
156,17,74,1.7,1294,0,0,Spring
124,16.9,74,1.2,1199,0,0,Spring
163,16.9,73,1.6,1275,0,0,Spring
388,16.8,74,1.2,1265,0,0,Spring
1033,16.8,73,1,1366,0,0,Spring
1677,17.3,71,0.5,1481,0,0,Spring
867,18.3,67,2.4,1375,0,0,Spring
664,18.9,66,2,1298,0,0,Spring
696,19,67,1.9,1062,0,0,Spring
913,19.6,63,2.9,1034,0,0,Spring
870,20.1,61,2.6,1117,0,0,Spring
931,21,53,3.2,1306,0,0,Spring
961,19.9,58,2.5,1348,0,0,Spring
1173,19.7,58,3.7,1302,0,0,Spring
1436,19.7,57,2.6,1302,0,0,Spring
2134,18.9,68,3.3,1326,0,0,Spring
1415,18,74,3.1,1258,0,0,Spring
1470,17.3,80,2.4,927,0,0,Spring
1223,17,83,3.2,744,0,0,Spring
1030,16,85,2,409,0,0,Spring
454,15,94,1.6,163,0,0,Spring
355,15,96,2.1,141,0.1,0,Spring
113,14.8,96,1.7,209,0,0,Spring
15,14.5,97,2.2,179,3.5,0,Spring
22,14.3,97,1.2,228,7,0,Spring
14,14.1,97,1.7,306,3,0,Spring
19,11.9,97,3.4,305,3,0,Spring
172,11.7,95,0.7,2000,2,0,Spring
665,10.3,90,1.2,2000,0,0,Spring
1284,10.3,86,2.5,2000,0,0,Spring
378,10.4,81,1.4,2000,0,0,Spring
505,10.7,81,1.4,2000,0,0,Spring
744,12.8,65,2,2000,0,0,Spring
928,15.3,54,2.1,1989,0,0,Spring
951,16.7,47,1.4,2000,0,0,Spring
1096,17.9,42,1.3,1981,0,0,Spring
1209,17.9,44,2.2,2000,0,0,Spring
1413,17.9,42,1.1,2000,0,0,Spring
1745,17.2,46,2.2,2000,0,0,Spring
2402,16,47,2.1,2000,0,0,Spring
1626,14.3,53,2.1,2000,0,0,Spring
1374,12.8,56,2,2000,0,0,Spring
1256,11.8,57,1.9,2000,0,0,Spring
1041,10.9,58,1.5,2000,0,0,Spring
668,10.2,58,2.4,2000,0,0,Spring
436,9.5,61,1.7,2000,0,0,Spring
373,9,62,1.9,2000,0,0,Spring
220,9,63,2.1,2000,0,0,Spring
150,8.9,64,2.2,2000,0,0,Spring
87,8.8,65,2.5,2000,0,0,Spring
18,8.3,81,2,1060,0.1,0,Spring
21,7.5,94,2.4,511,0.4,0,Spring
38,7.1,94,2.2,572,1.5,0,Spring
207,6.7,94,2.7,1127,2,0,Spring
129,6.8,89,2.9,2000,0,0,Spring
95,7.1,87,2.9,2000,0,0,Spring
47,7.1,93,2.6,697,0,0,Spring
70,7.3,95,2.2,676,0.5,0,Spring
84,7.7,95,1.9,442,0,0,Spring
46,8,95,1.5,514,0,0,Spring
37,8.1,96,1.9,410,0.5,0,Spring
31,8.1,96,1.5,281,1,0,Spring
46,8,96,1.4,298,1,0,Spring
75,7.6,96,2,660,0,0,Spring
75,7.6,96,1.5,1309,1.5,0,Spring
56,7.3,96,1.9,2000,0,0,Spring
99,7.3,96,1.5,749,1,0,Spring
77,7.2,96,1,700,0,0,Spring
79,7.1,96,1.3,1497,0.5,0,Spring
56,7.2,95,0.9,861,0.5,0,Spring
50,7.2,95,0.2,683,0.5,0,Spring
27,7.3,96,1,337,1.5,0,Spring
18,7.2,96,0.8,349,2,0,Spring
9,6.8,97,2.2,453,2,0,Spring
54,6.3,97,1.7,787,0.5,0,Spring
178,6.1,96,2.1,798,0,0,Spring
591,5.7,95,3.4,1136,0,0,Spring
1235,5.9,90,2.8,1820,0,0,Spring
719,6.9,83,2.2,1666,0,0,Spring
529,8,73,2.8,1641,0,0,Spring
598,8.3,69,4.1,1217,0,0,Spring
756,6.7,71,4.6,543,0,0,Spring
683,7.9,58,4.3,488,0,0,Spring
572,7.4,56,3.5,461,0,0,Spring
545,6.8,50,4.1,660,0,0,Spring
585,6.6,50,4,645,0,0,Spring
776,6.3,50,4.4,707,0,0,Spring
1114,5.9,43,5.3,859,0,0,Spring
659,4.8,48,3.8,1126,0,0,Spring
508,4.3,59,4.6,991,0,0,Spring
447,4,67,3,794,0,0,Spring
499,3.9,68,3,737,0,0,Spring
312,3.8,75,4.1,604,0,0,Spring
282,3,67,3.3,945,0,0,Spring
225,2.6,67,2.7,1053,0,0,Spring
123,1.8,81,2.9,325,0,0,Spring
122,1.5,82,3.5,372,0.1,0,Spring
80,1.6,70,3.6,1392,0.1,0,Spring
57,1.6,62,4.9,1372,0,0,Spring
108,1.7,58,3.8,1189,0,0,Spring
206,1.9,51,4.9,1297,0,0,Spring
399,2.4,44,4.3,1375,0,0,Spring
426,3.4,37,3.6,1668,0,0,Spring
453,4.3,31,4.9,1661,0,0,Spring
553,4.7,26,4.8,1927,0,0,Spring
697,6,23,4.2,1990,0,0,Spring
852,7.4,22,4.5,1964,0,0,Spring
919,8.1,24,4.7,1914,0,0,Spring
925,7.6,36,5,1928,0,0,Spring
897,7.9,34,4.7,1979,0,0,Spring
908,7.6,36,5.3,2000,0,0,Spring
714,6.4,43,3.7,2000,0,0,Spring
518,4.9,47,3.5,2000,0,0,Spring
458,4.2,44,4.1,2000,0,0,Spring
443,3.8,39,3.2,2000,0,0,Spring
426,3.5,41,2.8,2000,0,0,Spring
368,3.1,39,3.1,2000,0,0,Spring
325,2.9,46,2.2,2000,0,0,Spring
224,2.4,46,1.7,2000,0,0,Spring
191,2.2,49,1.9,2000,0,0,Spring
141,2,50,2,2000,0,0,Spring
90,1.7,51,1.3,2000,0,0,Spring
59,1.3,51,1.6,2000,0,0,Spring
101,0.9,52,1.1,2000,0,0,Spring
159,0.9,54,0.8,2000,0,0,Spring
332,2.9,53,1.5,1892,0,0,Spring
405,5.1,46,2.7,1888,0,0,Spring
494,6.3,39,2.8,2000,0,0,Spring
586,6.4,29,2.7,2000,0,0,Spring
709,6.9,30,1.8,1994,0,0,Spring
847,7.4,27,1.8,2000,0,0,Spring
777,7.9,27,1,1985,0,0,Spring
343,7.3,38,0.8,2000,0,0,Spring
137,6.1,65,1.5,1465,0,0,Spring
58,4.3,80,2.6,1357,0.1,0,Spring
22,3,89,1.5,283,1.9,0,Spring
44,2.5,94,1.8,349,1,0,Spring
93,2.7,90,1.5,639,0,0,Spring
170,2.8,88,2.1,592,0,0,Spring
177,2.7,88,2,621,0,0,Spring
182,2.9,85,0.9,829,0,0,Spring
197,3.2,84,0.6,785,0,0,Spring
140,2.8,87,0.8,462,0,0,Spring
97,2.2,88,0.5,508,0,0,Spring
52,1.6,94,0.3,426,0,0,Spring
43,1.1,95,0.5,345,0,0,Spring
91,0.7,96,1,206,0,0,Spring
239,0.1,97,0.6,77,0,0,Spring
651,0.6,97,1.3,66,0,0,Spring
1163,1,97,0.9,148,0,0,Spring
682,2.6,96,1.1,316,0,0,Spring
506,5.2,73,1,668,0,0,Spring
644,7.5,54,0.9,1013,0,0,Spring
799,10.4,44,1.7,1235,0,0,Spring
869,12.4,32,1.7,1441,0,0,Spring
921,13.9,26,2.5,1537,0,0,Spring
1038,14.2,24,1.8,1743,0,0,Spring
1185,15.3,24,1.5,1534,0,0,Spring
1479,15.3,26,0.9,1257,0,0,Spring
2401,14.8,24,1.3,1514,0,0,Spring
1599,13.4,33,1.2,1356,0,0,Spring
1362,11.7,34,0.9,1393,0,0,Spring
1232,10.3,38,0.5,1433,0,0,Spring
1069,9.6,41,0.5,1428,0,0,Spring
623,9.6,43,1.2,1333,0,0,Spring
485,9,46,1.2,1259,0,0,Spring
376,9,44,1,1314,0,0,Spring
250,8.8,43,1,1490,0,0,Spring
149,8.1,48,0.8,1455,0,0,Spring
102,7.5,48,1,1458,0,0,Spring
123,7.1,53,0.8,1392,0,0,Spring
370,6.9,51,0.9,1546,0,0,Spring
981,7.2,50,1.1,1454,0,0,Spring
1702,9.6,38,1.4,1527,0,0,Spring
982,11.9,35,1.1,1664,0,0,Spring
703,15.2,31,1.6,1757,0,0,Spring
839,18.5,27,1.3,1610,0,0,Spring
1023,20.5,37,4.6,1761,0,0,Spring
967,21.9,34,5.1,1861,0,0,Spring
913,21.2,35,7.4,1992,0,0,Spring
933,21.4,33,4.8,1998,0,0,Spring
1080,20.9,34,5.8,2000,0,0,Spring
1004,20.6,39,5.6,2000,0,0,Spring
1805,19.7,52,7.2,2000,0,0,Spring
1153,19.2,55,5.8,2000,0,0,Spring
336,19.1,58,6.1,2000,0,0,Spring
133,17.5,70,7.3,1634,0.5,0,Spring
75,15.8,83,5.4,691,1.5,0,Spring
212,15.1,83,4.1,1147,3,0,Spring
0,14.4,82,4.6,1041,0,0,Spring
0,13.6,81,3.6,886,0,0,Spring
0,12.7,80,3.9,885,0,0,Spring
0,11.6,81,3.1,687,0,0,Spring
0,10.2,83,3.5,554,0,0,Spring
0,9.7,84,1.7,447,0,0,Spring
0,9,86,2,442,0,0,Spring
0,8.8,85,1.1,438,0,0,Spring
0,9.7,77,1.6,519,0,0,Spring
0,11.8,59,2.1,975,0,0,Spring
0,13.3,51,4.1,1487,0,0,Spring
0,14.9,44,4,1468,0,0,Spring
0,15.7,46,3.9,1132,0,0,Spring
0,15.6,38,4.7,1558,0,0,Spring
0,16.4,28,3.4,1804,0,0,Spring
0,17,28,3.5,1804,0,0,Spring
0,16.9,23,4.4,1938,0,0,Spring
0,16.2,22,4.1,2000,0,0,Spring
0,15.2,21,2.9,2000,0,0,Spring
0,13.2,28,2.9,2000,0,0,Spring
0,11.9,33,2,2000,0,0,Spring
0,11,34,2.1,2000,0,0,Spring
0,10.3,42,1,1923,0,0,Spring
0,9.7,45,2,1969,0,0,Spring
504,9.5,40,2.4,1987,0,0,Spring
374,8.9,40,2.1,2000,0,0,Spring
269,8.1,45,1,2000,0,0,Spring
182,7.8,49,1.4,1972,0,0,Spring
98,7.5,53,1,1701,0,0,Spring
144,7.1,57,0.8,1746,0,0,Spring
375,7.1,55,1.8,1780,0,0,Spring
1054,7.6,54,1.7,1690,0,0,Spring
1789,8.9,48,1.1,1444,0,0,Spring
952,11.5,43,1.7,1818,0,0,Spring
686,13.8,39,2.3,1659,0,0,Spring
829,16.2,30,2.4,1700,0,0,Spring
969,17.5,20,4.6,2000,0,0,Spring
1029,18.1,18,5.1,1939,0,0,Spring
990,18.8,27,4.9,1888,0,0,Spring
1074,19.4,24,3.9,2000,0,0,Spring
1273,18.8,23,4.2,1956,0,0,Spring
1664,18.6,22,3.7,1978,0,0,Spring
2359,17.9,16,3.7,2000,0,0,Spring
1641,15.9,14,2.8,2000,0,0,Spring
1319,14.2,15,2.6,2000,0,0,Spring
1241,13.4,15,2.7,2000,0,0,Spring
1142,13.5,15,2.2,2000,0,0,Spring
772,12.6,16,1.7,2000,0,0,Spring
525,11.4,22,1.5,2000,0,0,Spring
432,10,23,0.7,2000,0,0,Spring
257,9.7,23,1.4,2000,0,0,Spring
167,9.9,27,1.3,2000,0,0,Spring
112,9.7,29,1.8,2000,0,0,Spring
156,9.1,34,0.9,2000,0,0,Spring
368,8.3,35,0.3,2000,0,0,Spring
999,8.8,33,1.2,2000,0,0,Spring
1721,10.6,27,1.1,2000,0,0,Spring
982,13.2,22,1.1,2000,0,0,Spring
741,15.7,18,1.6,1980,0,0,Spring
867,16.9,15,1.7,1994,0,0,Spring
1095,18.2,15,1.6,2000,0,0,Spring
973,19,15,1.4,2000,0,0,Spring
1063,18.7,14,1.6,2000,0,0,Spring
1108,18.6,15,0.9,1991,0,0,Spring
1270,18.3,16,1,2000,0,0,Spring
1662,18.1,16,1.4,2000,0,0,Spring
2404,17.5,18,1.3,2000,0,0,Spring
1641,16.9,19,0.5,2000,0,0,Spring
1359,16.2,22,0.9,2000,0,0,Spring
1311,16.4,24,2.9,1983,0,0,Spring
1178,16.3,25,2,2000,0,0,Spring
849,15.5,27,3.5,2000,0,0,Spring
664,14.8,27,2.1,2000,0,0,Spring
513,14.1,25,1.8,2000,0,0,Spring
253,13.5,27,1.6,2000,0,0,Spring
62,12.1,41,1,2000,0.2,0,Spring
39,10.3,72,1,2000,0.8,0,Spring
20,9.5,76,0.8,1962,0,0,Spring
12,8.7,80,1.1,1518,1,0,Spring
18,8.2,88,0.7,607,2,0,Spring
17,7.7,88,1.4,516,1,0,Spring
17,7.5,94,1.5,506,1.5,0,Spring
43,7.7,94,1,685,1.5,0,Spring
52,8.1,94,1.2,802,0.5,0,Spring
75,8.6,94,1.1,389,0,0,Spring
70,8.8,93,1.7,597,0,0,Spring
122,8.9,94,1.3,1129,0.5,0,Spring
203,8.6,88,3.2,1211,0,0,Spring
445,8.9,87,1.8,2000,0,0,Spring
675,9.3,81,2.4,2000,0,0,Spring
706,9.6,79,1.8,2000,0,0,Spring
612,9.5,76,2.3,2000,0,0,Spring
640,9.4,76,2.6,1376,0,0,Spring
633,9.1,76,3.5,1113,0,0,Spring
586,8.8,77,3.2,1258,0,0,Spring
503,8.4,77,3.8,1662,0,0,Spring
475,7.8,78,1.8,1741,0,0,Spring
349,7.1,78,3.6,1662,0,0,Spring
254,6.7,80,2.8,1342,0,0,Spring
183,6.4,83,2.3,1158,0,0,Spring
110,6,84,1.7,951,0,0,Spring
65,5.8,85,1.3,829,0,0,Spring
102,5.6,85,1.2,769,0,0,Spring
223,5.8,83,1.1,733,0,0,Spring
401,7,78,0.9,656,0,0,Spring
513,8.6,66,1.7,881,0,0,Spring
582,10.3,62,2.1,914,0,0,Spring
797,11.8,57,2.6,1041,0,0,Spring
1105,12.5,53,3.4,1324,0,0,Spring
1229,13.5,46,3.4,1325,0,0,Spring
1083,13.7,50,3.7,1218,0,0,Spring
62,13.1,54,4.1,1264,0,0,Spring
124,12,61,3.6,1374,0,0,Spring
42,11.8,60,2.9,1457,0,0,Spring
343,11.9,58,2.2,1645,0,0,Spring
317,11,62,2.1,1661,0,0,Spring
297,10.3,62,2,1749,0,0,Spring
464,9.6,66,1.7,1850,0,0,Spring
620,9,65,1.7,1953,0,0,Spring
467,8.6,69,2.2,1730,0,0,Spring
401,8.3,59,2.1,1912,0,0,Spring
226,7.6,62,1.2,1885,0,0,Spring
126,7.1,64,0.9,1756,0,0,Spring
107,6.4,67,1.4,1668,0,0,Spring
75,5.9,68,0.7,1590,0,0,Spring
132,5.3,73,0.8,1474,0,0,Spring
405,5,70,0.7,1739,0,0,Spring
1049,5,67,1,1774,0,0,Spring
1713,6.9,54,0.7,1706,0,0,Spring
922,10.1,42,0.8,1911,0,0,Spring
700,12.4,34,1.2,1943,0,0,Spring
855,14.1,32,1.3,2000,0,0,Spring
1052,15.5,33,2.5,1893,0,0,Spring
973,16.6,30,2.3,1876,0,0,Spring
1016,18,28,1.6,1820,0,0,Spring
1145,18.4,25,2,1809,0,0,Spring
1452,18.5,24,3,1773,0,0,Spring
1753,18.7,21,2.5,1871,0,0,Spring
2692,17,28,3.1,2000,0,0,Spring
1719,13.8,32,3.4,1992,0,0,Spring
1498,12.1,35,2.4,1954,0,0,Spring
1355,11.1,39,1.5,1734,0,0,Spring
1099,10.8,33,0.9,2000,0,0,Spring
733,9.7,33,0.4,2000,0,0,Spring
503,9.6,31,0.8,2000,0,0,Spring
421,9,36,1,1994,0,0,Spring
237,8.4,45,0.9,1987,0,0,Spring
164,7.8,49,1,1975,0,0,Spring
110,7.6,52,0.4,1935,0,0,Spring
143,7.4,56,0.6,1746,0,0,Spring
406,6.9,57,0.5,1775,0,0,Spring
1100,6.9,57,1.1,1633,0,0,Spring
1920,8.7,49,0.8,1520,0,0,Spring
1013,12,39,0.6,1386,0,0,Spring
731,14.7,31,1.1,1240,0,0,Spring
822,16.9,27,1.5,1354,0,0,Spring
1112,18,26,2.2,1459,0,0,Spring
1007,19.1,26,2.5,1134,0,0,Spring
1037,19.8,23,2.6,1472,0,0,Spring
1120,19.9,26,3.5,1628,0,0,Spring
1312,19.5,28,3,1605,0,0,Spring
1632,18.3,29,4.3,1626,0,0,Spring
1727,17.1,31,3.3,1501,0,0,Spring
1356,14.5,31,3.1,1558,0,0,Spring
1290,12.5,31,3.8,1746,0,0,Spring
1320,11.7,31,2.6,1617,0,0,Spring
1071,11,34,1.2,1529,0,0,Spring
680,10.1,41,1.1,1509,0,0,Spring
515,9.6,44,2.2,1417,0,0,Spring
375,8.9,45,2.1,1456,0,0,Spring
260,8.7,44,1.6,1684,0,0,Spring
164,7.9,45,0.7,1770,0,0,Spring
105,7.2,49,0.8,1546,0,0,Spring
154,6.7,50,1.6,1774,0,0,Spring
395,6.2,52,0.8,1609,0,0,Spring
1083,6.4,51,1,1398,0,0,Spring
1815,8.3,36,0.6,1335,0,0,Spring
987,11.2,31,1.7,1299,0,0,Spring
761,13.7,26,2.3,1476,0,0,Spring
845,15.5,22,1.4,1762,0,0,Spring
1047,16.5,17,3.3,1819,0,0,Spring
975,17.7,16,2.8,1824,0,0,Spring
967,18.9,15,1.8,1822,0,0,Spring
1149,19,21,3.3,1716,0,0,Spring
1346,18.5,22,2.7,1515,0,0,Spring
1738,17.8,26,3.3,1439,0,0,Spring
1918,16.6,33,3.4,1182,0,0,Spring
842,14.7,40,2.4,1207,0,0,Spring
1346,13,41,2.3,1164,0,0,Spring
1209,12.1,40,2,1308,0,0,Spring
1003,11.3,42,1.6,1189,0,0,Spring
671,10.7,42,0.9,1236,0,0,Spring
520,9.8,44,1.4,1268,0,0,Spring
42,9.3,45,0.8,1263,0,0,Spring
281,8.8,49,0.7,1272,0,0,Spring
206,8.6,53,1.5,1185,0,0,Spring
125,8.3,53,1.1,1007,0,0,Spring
153,7.9,59,1.4,1005,0,0,Spring
367,7.6,55,1.2,1021,0,0,Spring
254,7.7,48,0.4,1110,0,0,Spring
20,9.6,39,0.8,1003,0,0,Spring
316,12.4,29,1.5,1380,0,0,Spring
139,14.7,29,1.7,1070,0,0,Spring
795,16.1,23,2.5,1361,0,0,Spring
919,17.8,21,2.7,1335,0,0,Spring
930,19.2,17,2.2,1448,0,0,Spring
996,20.5,17,3.1,1512,0,0,Spring
1039,20.2,21,4.8,1161,0,0,Spring
1198,19.8,25,4.4,1132,0,0,Spring
1534,20.1,27,1.9,1088,0,0,Spring
2198,19.1,31,3,958,0,0,Spring
1489,17.4,34,2.2,779,0,0,Spring
1313,15.5,38,1.7,745,0,0,Spring
1165,14.2,44,2.4,1290,0,0,Spring
1054,13.4,49,1.1,1326,0,0,Spring
677,12.9,51,1.7,1200,0,0,Spring
553,12.4,56,0.5,1028,0,0,Spring
436,11.8,60,0.2,918,0,0,Spring
305,11.7,63,0.5,904,0,0,Spring
188,11.3,61,0.3,934,0,0,Spring
134,11.4,60,0.8,932,0,0,Spring
168,11.4,60,0.4,851,0,0,Spring
414,11.2,63,0.7,821,0,0,Spring
979,11.3,62,0.7,774,0,0,Spring
1659,13,54,1.2,738,0,0,Spring
962,15.8,42,0.9,683,0,0,Spring
708,18.2,36,1,620,0,0,Spring
805,20.6,34,2.2,705,0,0,Spring
1019,22.5,33,1.8,894,0,0,Spring
973,24.2,30,1.5,835,0,0,Spring
970,25.9,28,2.2,808,0,0,Spring
1080,26.1,27,1.8,581,0,0,Spring
1206,25.7,30,3.4,600,0,0,Spring
1543,25.6,30,2.3,671,0,0,Spring
2268,24.7,33,2.3,687,0,0,Spring
1578,22.9,35,1.8,714,0,0,Spring
1358,21.1,43,1.8,788,0,0,Spring
1213,19.2,50,1.5,842,0,0,Spring
1183,18.2,52,1.3,818,0,0,Spring
891,17.3,57,0.6,807,0,0,Spring
707,16.3,59,0.2,756,0,0,Spring
628,15.5,60,1.1,658,0,0,Spring
436,14.7,63,1.8,611,0,0,Spring
307,14.2,62,1.4,583,0,0,Spring
166,13.6,67,1.6,521,0,0,Spring
122,13,70,0.5,385,0,0,Spring
184,12.3,67,0.5,483,0,0,Spring
324,12.5,68,1.1,457,0,0,Spring
600,14.6,54,0.9,431,0,0,Spring
647,18.1,33,1.1,512,0,0,Spring
702,20.6,24,2,950,0,0,Spring
872,23.1,19,2,1172,0,0,Spring
1130,24.3,14,3.3,1701,0,0,Spring
1315,24.6,10,2.7,2000,0,0,Spring
1511,25,14,3.8,1858,0,0,Spring
1730,25,13,4.1,2000,0,0,Spring
1942,24.8,13,3.3,1955,0,0,Spring
2032,23.2,12,3.6,2000,0,0,Spring
1986,22.2,11,3,2000,0,0,Spring
1711,20.7,15,2,2000,0,0,Spring
1581,19.1,18,1.2,2000,0,0,Spring
1491,17.8,21,1.2,2000,0,0,Spring
1292,16.7,28,1,1996,0,0,Spring
988,16,33,0.5,1996,0,0,Spring
826,15.9,35,0.3,1995,0,0,Spring
578,15.9,39,0.2,2000,0,0,Spring
410,15.4,41,0.5,1319,0,0,Spring
289,15.2,31,0.3,2000,0,0,Spring
192,14.9,35,0.8,2000,0,0,Spring
136,14.8,38,0.6,2000,0,0,Spring
155,14.6,42,0.5,2000,0,0,Spring
278,15,41,0.3,2000,0,0,Spring
429,16.3,40,0.8,1982,0,0,Spring
247,16.9,45,0.9,1958,0,0,Spring
486,16.3,62,0.8,1639,0.3,0,Spring
424,17.4,54,0.9,1840,0,0,Spring
631,18.9,44,0.9,1910,0,0,Spring
842,20.5,35,1.1,2000,0,0,Spring
384,20.7,32,1.5,1996,0,0,Spring
234,19.6,44,2.4,1885,0.2,0,Spring
103,19.1,52,0.9,1583,0,0,Spring
46,17.9,65,1.2,965,1,0,Spring
63,16.1,73,1.3,1298,0.5,0,Spring
32,15.2,64,1.7,1185,0.5,0,Spring
12,13.3,80,1.8,821,1.5,0,Spring
24,12,86,2.3,681,2.5,0,Spring
13,11.6,89,2,469,4,0,Spring
18,11.3,94,1.6,368,3,0,Spring
81,10.7,94,2.6,477,2,0,Spring
41,10.6,87,2.3,1523,0.1,0,Spring
21,10.2,90,2.2,490,0.9,0,Spring
8,9.9,93,2.3,990,0.5,0,Spring
2,9.5,95,2.4,410,3.5,0,Spring
6,9.2,95,2.3,404,2.5,0,Spring
5,9.1,95,2.7,373,7,0,Spring
17,9,95,2.3,294,6,0,Spring
25,8.8,95,2.8,519,5,0,Spring
9,8.5,95,2.6,447,8,0,Spring
12,8.6,95,2.5,578,4,0,Spring
10,8.9,91,2.2,437,1.5,0,Spring
10,9,96,1.9,481,5.5,0,Spring
11,9.3,95,2.3,419,2.5,0,Spring
17,9.4,96,2.6,304,4,0,Spring
14,9.5,96,2.2,350,1.5,0,Spring
41,9.6,96,1.7,1409,1,0,Spring
42,9.4,95,1.9,660,0.5,0,Spring
39,9.4,96,1.9,600,1,0,Spring
50,9.4,95,1.8,531,1.5,0,Spring
37,9.4,95,1.6,740,1,0,Spring
